Number of instances, Embedding dimension, Epsilon, MinPts, Number of clusters, Silhouette, Noise instances
1000,150,10,75,1,0
1000,150,10,100,1,0
1000,150,10,125,1,0
1000,150,10,150,1,0
1000,150,10,175,1,0
1000,150,10,200,1,0
1000,150,20,25,1,0
1000,150,20,50,1,0
1000,150,20,75,1,0
1000,150,20,100,1,0
1000,150,20,125,1,0
1000,150,20,150,1,0
1000,150,20,175,1,0
1000,150,20,200,1,0
1000,150,50,25,1,0
1000,150,50,50,1,0
1000,150,50,75,1,0
1000,150,50,100,1,0
1000,150,50,125,1,0
1000,150,50,150,1,0
1000,150,50,175,1,0
1000,150,50,200,1,0
1000,150,100,25,1,0
1000,150,100,50,1,0
1000,150,100,75,1,0
1000,150,100,100,1,0
1000,150,100,125,1,0
1000,150,100,150,1,0
1000,150,100,175,1,0
1000,150,100,200,1,0
1000,150,500,25,1,0
1000,150,500,50,1,0
1000,150,500,75,1,0
1000,150,500,100,1,0
1000,150,500,125,1,0
1000,150,500,150,1,0
1000,150,500,175,1,0
1000,150,500,200,1,0
1000,150,0.05,25,0,0
1000,150,0.05,50,0,0
1000,150,0.05,75,0,0
1000,150,0.05,100,0,0
1000,150,0.05,125,0,0
1000,150,0.05,150,0,0
1000,150,0.05,175,0,0
1000,150,0.05,200,0,0
1000,150,1,25,0,0
1000,150,1,50,0,0
1000,150,1,75,0,0
1000,150,1,100,0,0
1000,150,1,125,0,0
1000,150,1,150,0,0
1000,150,1,175,0,0
1000,150,1,200,0,0
1000,150,2,25,1,0
1000,150,2,50,1,0
1000,150,2,75,0,0
1000,150,2,100,0,0
1000,150,2,125,0,0
1000,150,2,150,0,0
1000,150,2,175,0,0
1000,150,2,200,0,0
1000,150,3,25,1,0
1000,150,3,50,1,0
1000,150,3,75,1,0
1000,150,3,100,1,0
1000,150,3,125,1,0
1000,150,3,150,1,0
1000,150,3,175,1,0
1000,150,3,200,0,0
1000,150,4,25,1,0
1000,150,4,50,1,0
1000,150,4,75,1,0
1000,150,4,100,1,0
1000,150,4,125,1,0
1000,150,4,150,1,0
1000,150,4,175,1,0
1000,150,4,200,1,0
1000,150,5,25,1,0
1000,150,5,50,1,0
1000,150,5,75,1,0
1000,150,5,100,1,0
1000,150,5,125,1,0
1000,150,5,150,1,0
1000,150,5,175,1,0
1000,150,5,200,1,0
1000,150,10,25,1,0
1000,150,10,50,1,0
1000,150,10,75,1,0
1000,150,10,100,1,0
1000,150,10,125,1,0
1000,150,10,150,1,0
1000,150,10,175,1,0
1000,150,10,200,1,0
1000,150,20,25,1,0
1000,150,20,50,1,0
1000,150,20,75,1,0
1000,150,20,100,1,0
1000,150,20,125,1,0
1000,150,20,150,1,0
1000,150,20,175,1,0
1000,150,20,200,1,0
1000,150,50,25,1,0
1000,150,50,50,1,0
1000,150,50,75,1,0
1000,150,50,100,1,0
1000,150,50,125,1,0
1000,150,50,150,1,0
1000,150,50,175,1,0
1000,150,50,200,1,0
1000,150,100,25,1,0
1000,150,100,50,1,0
1000,150,100,75,1,0
1000,150,100,100,1,0
1000,150,100,125,1,0
1000,150,100,150,1,0
1000,150,100,175,1,0
1000,150,100,200,1,0
1000,150,500,25,1,0
1000,150,500,50,1,0
1000,150,500,75,1,0
1000,150,500,100,1,0
1000,150,500,125,1,0
1000,150,500,150,1,0
1000,150,500,175,1,0
1000,150,500,200,1,0
1000,150,0.05,25,0,0
1000,150,0.05,50,0,0
1000,150,0.05,75,0,0
1000,150,0.05,100,0,0
1000,150,0.05,125,0,0
1000,150,0.05,150,0,0
1000,150,0.05,175,0,0
1000,150,0.05,200,0,0
1000,150,1,25,0,0
1000,150,1,50,0,0
1000,150,1,75,0,0
1000,150,1,100,0,0
1000,150,1,125,0,0
1000,150,1,150,0,0
1000,150,1,175,0,0
1000,150,1,200,0,0
1000,150,2,25,1,0
1000,150,2,50,1,0
1000,150,2,75,0,0
1000,150,2,100,0,0
1000,150,2,125,0,0
1000,150,2,150,0,0
1000,150,2,175,0,0
1000,150,2,200,0,0
1000,150,3,25,1,0
1000,150,3,50,1,0
1000,150,3,75,1,0
1000,150,3,100,1,0
1000,150,3,125,1,0
1000,150,3,150,1,0
1000,150,3,175,1,0
1000,150,3,200,0,0
1000,150,4,25,1,0
1000,150,4,50,1,0
1000,150,4,75,1,0
1000,150,4,100,1,0
1000,150,4,125,1,0
1000,150,4,150,1,0
1000,150,4,175,1,0
1000,150,4,200,1,0
1000,150,5,25,1,0
1000,150,5,50,1,0
1000,150,5,75,1,0
1000,150,5,100,1,0
1000,150,5,125,1,0
1000,150,5,150,1,0
1000,150,5,175,1,0
1000,150,5,200,1,0
1000,150,10,25,1,0
1000,150,10,50,1,0
1000,150,10,75,1,0
1000,150,10,100,1,0
1000,150,10,125,1,0
1000,150,10,150,1,0
1000,150,10,175,1,0
1000,150,10,200,1,0
1000,150,20,25,1,0
1000,150,20,50,1,0
1000,150,20,75,1,0
1000,150,20,100,1,0
1000,150,20,125,1,0
1000,150,20,150,1,0
1000,150,20,175,1,0
1000,150,20,200,1,0
1000,150,50,25,1,0
1000,150,50,50,1,0
1000,150,50,75,1,0
1000,150,50,100,1,0
1000,150,50,125,1,0
1000,150,50,150,1,0
1000,150,50,175,1,0
1000,150,50,200,1,0
1000,150,100,25,1,0
1000,150,100,50,1,0
1000,150,100,75,1,0
1000,150,100,100,1,0
1000,150,100,125,1,0
1000,150,100,150,1,0
1000,150,100,175,1,0
1000,150,100,200,1,0
1000,150,500,25,1,0
1000,150,500,50,1,0
1000,150,500,75,1,0
1000,150,500,100,1,0
1000,150,500,125,1,0
1000,150,500,150,1,0
1000,150,500,175,1,0
1000,150,500,200,1,0
